Title,Category,Bid Count,Highest Bid Amount(€),Description,URL
3-persoons stapelbed - Zilver - 210x98/148x160 cm (excl. matrassen),Slapen,1,2,"Ontdek ons functionele en ruimtebesparende driepersoonsstapelbed, ideaal voor gezinnen of logeerkamers. Dit bed biedt comfortabele slaapplaatsen voor drie personen met een slimme indeling en stevig ontwerp.",https://www.vakantieveilingen.be/veilingen/producten/slapen/3-persoons-stapelbed-zilver-210x98148x160-cm-3-persoons-stapelbed-zilver-210x98148x160-cm/62703
Draadloze raamwisser van Hyundai - Lichtgewicht en oplaadbaar,Huishouden,4,35,"Revolutioneer je schoonmaakroutine met de Hyundai Electronics Draadloze Raamwisser,waar gemak en efficiëntie samenkomen. Perfect en streeploos schoonmaken. Bied nu snel mee!",https://www.vakantieveilingen.be/veilingen/producten/huishouden/draadloze-raamwisser-van-hyundai-lichtgewicht-en-oplaadbaar-hyundai-electronics/62770
2 dagen nabij Parijs in Ibis Marne La Vallée Champs (2 p.),In de stad,16,25,"Croissant, baguette en... Disneyland Parijs! Dit Ibis-hotel is dé uitvalsbasis om de ene dag de stad van de liefde te ontdekken en de andere dag een bezoek te brengen aan het magische pretpark. Na een lange dag stappen is het heerlijk toeven in het hotel. Win en boek je verblijf nu met korting.",https://www.vakantieveilingen.be/veilingen/hotels/in-de-stad/ibis-marne-la-vallee-champs-overnachting/5380?l=78704300&p=164418
NESCAFÉ Dolce Gusto koffiemachine Piccolo XS (wit),Koken en tafelen,5,10,Met deze compacte NESCAFÉ Dolce Gusto Piccolo XS koffiemachine geniet jij van heerlijke koffie. Je hebt keuze uit 30 verschillende koffiecreaties. De machine heeft een eco-modus en energielabel A. Ook kun je de grootte van je drankje kiezen. Al zin in een bakkie? Bied mee en win!,https://www.vakantieveilingen.be/veilingen/producten/koken-en-tafelen/koffiemachine-dolce-gusto-piccolo-xs/49346
Dameshorloge met metalen band van VIGI (Shine Bright),Horloges,3,3,Fan van roségoud? Bied dan mee op dit elegante dameshorloge van VIGI. Het klokje is volledig vervaardigd uit edelstaal en is een ware lust voor het oog. Je combineert de blikvanger gemakkelijk met je favoriete sieraden en kunt  'm sowieso dragen naar elke gelegenheid. Bied mee en win met korting.,https://www.vakantieveilingen.be/veilingen/producten/horloges/dameshorloge-met-metalen-band-van-vigi-model-shine-bright-vigi/62707
Kofferset met combinatieslot (3-delig),Modeaccessoires,8,45,"Ben jij veel onderweg of ja ga je vaak op reis? Bied dan mee op deze 3-delige kofferset. De koffers hebben allemaal een ander formaat, en zijn voorzien van een ritssluiting en handig combinatieslot. Zo houd je al je spullen extra veilig.",https://www.vakantieveilingen.be/veilingen/producten/modeaccessoires/3-delige-kofferset-zwart-5349/4104
Herenhorloge van Rotorcraft (Commander RC6903),Horloges,2,31,"Maak indruk op je vrienden, famillie, collega's óf die ene leukerd met dit speciale horloge van Rotorcraft om je pols. De klok heeft een rechthoekige kast en is uitgerust met handige functies zoals een stopwatch, datum- en 24-uursaanduiding. Dus: meebieden en winnen dat ding!",https://www.vakantieveilingen.be/veilingen/producten/horloges/herenhorloge-commander-rc6903-rotorcraft/48651
Rode Fiat met geluid voor kinderen,Speelgoed en hobby,4,6,Een loopauto cadeau geven aan je lieveling is altijd een goed idee. En al helemaal als ie er zo vet uitziet als deze rode Fiat. Ook niet geheel onbelangrijk om te vermelden: de auto is uitgerust met een toeter en geluid. Je mini zal in de 7e hemel zijn... Dus: bied mee en win 'm met korting.,https://www.vakantieveilingen.be/veilingen/producten/speelgoed-en-hobby/rode-fiat-voor-kinderen/49427
Automatisch horloge voor heren van Alpha Sierra (GB01),Horloges,9,36,Combineer chic met sportief en je krijgt dit horloge. De klok met bronskleurige kast en zwarte siliconen band heeft alle ingrediënten om een goede indruk te maken. Mooi meegenomen: het model past dankzij de gespsluiting sowieso om je pols.,https://www.vakantieveilingen.be/veilingen/producten/horloges/horloge-alpha-sierra-gb01/33298
Goudkleurige multimaatring met zirkonia's van Di Lusso,Juwelen,1,1,Een ring die altijd past; klinkt dat je als muziek in de oren? Bied dan als de wiedeweerga mee op deze multimaatring van Di Lusso. De ring heeft een vintage ontwerp en is versierd met meerdere fonkelende zirkonia's. Oehlala... Die wil je toevoegen aan je sieradencollectie! Winnen geblazen dus.,https://www.vakantieveilingen.be/veilingen/producten/juwelen/multimaatring-di-lusso-indji/55407
Trilplaat van Rebblo,Sport en gezondheid,14,23,"Kost sporten te veel tijd? Nee hoor! Met de trilplaat van Rebblo heb jij binnen een kwartier je training erop zitten. Je kunt kiezen uit verschillende oefeningen en je bepaalt zelf de intensiteit. Ook fijn: terwijl je calorieën verbrandt, krijg je een lekkere voetmassage.",https://www.vakantieveilingen.be/veilingen/producten/sport-en-gezondheid/trilplaat-rebblo-2102256/18183
Kofferset van Trvlmore (3-delig),Modeaccessoires,9,45,"Er even tussenuit gaan is altijd een goed idee. Wel zo fijn als je een goede koffer bij je hebt, zodat je al je eigendommen veilig kunt vervoeren. Deze kofferset van Trvlmore bestaat uit 3 koffers die verschillend van formaat zijn. Ook fijn: ze hebben een stijlvol ontwerp. Bied nu mee. Goede reis!",https://www.vakantieveilingen.be/veilingen/producten/modeaccessoires/kofferset-3-delig-trvlmore/43024
Wifi Babyfoon met 3MP camera en nachtzicht,Baby en kind,16,21,"Altijd en overal een oogje in het zeil houden? Met deze babyfoon heb jij zicht op je slapende baby of spelende kind in een andere ruimte. Met z'n roterende camera, ingebouwde microfoon en bediening via de app combineert dit apparaat een hoop handige functies. Bied mee en win!",https://www.vakantieveilingen.be/veilingen/producten/baby-en-kind/slimme-babyfoon-camera/62447
Eenpersoons saunadeken met 5 warmtestanden,Sport en gezondheid,5,6,"Fan van de sauna, maar heb je niet altijd even veel tijd om ernaartoe te gaan? Dan is deze eenpersoons saunadeken echt een uitkomst. De deken verlicht spierpijn en zorgt voor een ultiem moment van ontspanning. Bonus: de deken is compact en dus makkelijk mee te nemen. Bied mee en win!",https://www.vakantieveilingen.be/veilingen/producten/sport-en-gezondheid/saunadeken-eenpersoons/49020
Steelstofzuiger draadloos van Hyundai,Huishouden,25,56,"Het huishouden kun je niet leuker maken, maar wel makkelijker. Voortaan is deze draadloze steelstofzuiger van Hyundai je beste vriend. Je kunt er alle kanten mee op, zonder dat je wordt beperkt door een onhandig snoer. Ook fijn: het apparaat heeft een eco- en turbomodus. Bied mee en zuig erop los!",https://www.vakantieveilingen.be/veilingen/producten/huishouden/steelstofzuiger-draadlos-120-w-hyundai/34002
18-delige luxe koffieset van VIBE (Annecy),Koken en tafelen,7,12,"Haal de sfeer van de jaren '70 naar jouw woonkamer door mee te bieden op deze 18-delige koffieset. De amberkleur en reactieve glazuurlaag, waardoor elk item een unieke uitstraling heeft, geven de set een retro look. Nodig je beste vrienden alvast maar uit voor de koffie. Gezellig!",https://www.vakantieveilingen.be/veilingen/producten/koken-en-tafelen/koffieset-annecy/20521
NESCAFÉ Dolce Gusto koffiemachine Mini Me,Koken en tafelen,11,26,Met deze compacte NESCAFÉ Dolce Gusto Mini Me koffiemachine geniet jij van heerlijke koffie. Je hebt keuze uit meer dan 25 verschillende koffiecreaties. De machine heeft een eco-modus en energielabel A. Ook kun je de grootte van je drankje kiezen. Al zin in een bakkie? Bied mee en win!,https://www.vakantieveilingen.be/veilingen/producten/koken-en-tafelen/koffiemachine-dolce-gusto-mini-me-zwart/49345
"Digitale airfryer van Hyundai (4,2 L)",Koken en tafelen,14,16,"Ontdek de ultieme combinatie van stijl, functionaliteit en gemak met deze digitale airfryer van Hyundai Electronics. Deze elegante keukenhulp is uitgevoerd in wit met roségoudkleurige details. Staat prachtig op jouw aanrecht! Bied mee, plaats het hoogste bod en ervaar het gemak van de airfryer.",https://www.vakantieveilingen.be/veilingen/producten/koken-en-tafelen/digitale-airfryer-wit-hyundai-electronics/62665
Herenhorloge Amsterdam van Rotorcraft (RC1608),Horloges,2,21,"Vind jij het de hoogste tijd om de show te stelen? Mooi, want met dit horloge uit de Amsterdam-collectie van Rotorcraft doe je precies dat. Het stijlvolle en stoere ontwerp is brons met zwart van kleur. Bovendien is het een complete klok. Het model beschikt over dag-, datum- en 24-uursaanduiding.",https://www.vakantieveilingen.be/veilingen/producten/horloges/herenhorloge-rotorcraft-amsterdam-rc1608/20524
Stedentrip Parijs: 3 dagen Mercure Paris Saint-Ouen (2 p.),Hotels Frankrijk,6,7,Er even tussenuit? Geniet 2 nachten in een 4-sterrenhotel in de buurt van Parijs. Dit hotel ligt bij een metrostation met directe toegang tot de Champs-Élysées. De perfecte plek om Parijs beter te leren kennen. Bied mee en win een stedentrip naar de stad van de liefde met korting.,https://www.vakantieveilingen.be/veilingen/hotels/hotels-frankrijk/mercure-paris-saint-ouen/16844
Verstelbare armband van Rotorcraft (zilver),Juwelen,9,10,"Ben je nog op zoek naar een leuk cadeautje voor de favoriete man in je leven? Je partner, je vader, je broer of gewoon een goede vriend; deze verstelbare roestvrij stalen armband van Rotorcraft is het ideale cadeau. Het stoere design is makkelijk te combineren en past bij elke outfit. Bied nu mee!",https://www.vakantieveilingen.be/veilingen/producten/juwelen/armband-rotorcraft-zilver/55734
Eemshotel: 3 dagen Delfzijl in Groningen (2 p.),Hotels Nederland,21,26,"Het Eemshotel is als een ansichtkaart aan de Waddenzee. Het rustgevende uitzicht over het water en de levendige haven maken dit dé ideale bestemming voor een ontspannen weekend weg. Eet een visje op het strand, verken de omgeving per fiets of breng een bezoek aan Groningen. Boek nu met korting.",https://www.vakantieveilingen.be/veilingen/hotels/hotels-nederland/eemshotel-2-overnachtingen/18328
24-delige bestekset van Berlinger Haus (Mirror Black),Koken en tafelen,7,18,"Op zoek naar een nieuwe bestekset? Deze speciale zwarte lepels, messen en vorken hebben een mooie hoogglans afwerking. Ideaal om de tafel mooi mee op te dekken. Rol het bestek in een opvallend servet of plaats het gewoon naast het bord. Bied mee en win met korting!",https://www.vakantieveilingen.be/veilingen/producten/koken-en-tafelen/bestekset-zwart-bh3077/48206
Alpha Sierra automatisch herenhorloge Prototype X (No.1),Horloges,4,5,Een horloge waarmee je indruk maakt... Klinkt dit als muziek in je oren? Bekijk dan eens dit robuuste en stoere horloge van Alpha Sierra. Dankzij de subtiele kleuren is ie uitermate geschikt om dagelijks te dragen. Het open hart maakt 'm bovendien nét wat specialer. Bied nu mee en win!,https://www.vakantieveilingen.be/veilingen/producten/horloges/herenhorloge-alpha-sierra-prototype-x-1/33536
Herenhorloge van Rotorcraft (Compass RC5703),Horloges,10,29,"Pssst, weet jij de weg? Met dit horloge uit de Compass-collectie van Rotorcraft om je pols weet je voortaan in elk geval altijd hoe laat het is. Bovendien beschikt de klok ook nog eens over een stopwatch. Kan goed van pas komen... Bied mee, win de topper met korting en maak indruk op je vrienden!",https://www.vakantieveilingen.be/veilingen/producten/horloges/herenhorloge-rotorcraft-compass-rc5703/35942
"Luchtkoeler met afstandsbediening 3,5 L (60 W)",Elektronica,17,18,"Toe aan een koel briesje? Ga dan voor deze luchtkoeler. De koeler zorgt voor een fris windje door lucht langs de koelelementen te blazen. Je bedient 'm eenvoudig met de meegeleverde afstandsbediening. Zet je gewenste stand aan en genieten maar. Bied mee, win en kom de warme dagen door.",https://www.vakantieveilingen.be/veilingen/producten/elektronica/luchtkoeler-afstandsbediening/44646
Horloge van Furore Watches,Horloges,11,11,"Met dit tijdloze klokje om je pols kom je altijd goed voor de dag. Of je nu op kantoor aan het werk bent, een romantische date hebt of je wekelijkse boodschappen in de supermarkt haalt; jij loopt er stijlvol bij én weet binnen een handomdraai te vertellen hoe laat het is. Bied mee!",https://www.vakantieveilingen.be/veilingen/producten/horloges/horloge-furore-watches/62532
Paneelverwarmer van FlinQ (2.000 W),Elektronica,4,8,Een kamer in huis met enkel glas? Verwarm deze dan. Deze infraroodkachel is ook ideaal voor het verwarmen van je badkamer. Zo heb je het nooit koud als je de douche uitstapt. Met de timer zorg je ervoor dat een ruimte alvast lekker warm wordt wanneer jij dat wilt. Zo overwinter jij de koude maanden!,https://www.vakantieveilingen.be/veilingen/producten/elektronica/paneelverwarmer-van-flinq-slimme-gadgets-in-huis/11340
3-daagse cruise naar Newcastle met DFDS (4 p.),Cruises,25,70,Deze zomertrip naar Newcastle wordt er 1 om nooit te vergeten! Stap met je gezin óf vrienden aan boord en geniet van lekker eten en livemuziek. In Newcastle kijken jullie de volgende dag je ogen uit. Wandel door het gezellige centrum en maak samen mooie herinneringen. Dit wordt top. Bied je mee?,https://www.vakantieveilingen.be/veilingen/vakanties/cruises/minicruise-newcastle-dfds-2023/33186?l=78709855&p=166080
Metalen bedframe + luxe matras (180 x 200 cm),Slapen,3,4,"Upgrade je nachtrust én daarmee je kwaliteit van leven met dit metalen bedframe en luxe matras. Je zet het frame eenvoudig in elkaar en als klap op de vuurpijl is het matras ook nog eens geschikt voor alle slaapposities. Kortom: wat wil je nog meer... Meebieden, winnen en schaapjes tellen!",https://www.vakantieveilingen.be/veilingen/producten/slapen/metalen-bedframe-luxe-matras-zydante/62688
18-delige bordenset van VIBE (collectie: Kingston),Koken en tafelen,9,10,"Tijd voor een nieuw servies? Deze set is voor 6 personen, dus voor een groot gezin of een speciaal etentje. Maak bijvoorbeeld een soepje en schenk deze in de diepe borden, serveer een salade op de dinerborden of geniet van een croissantje op de ontbijtborden. Bepaal zelf de prijs en bied mee!",https://www.vakantieveilingen.be/veilingen/producten/koken-en-tafelen/bordenset-vibe-kingston/45879
"Keukenmachine van Berlinger Haus (mengkom 4,5L)",Koken en tafelen,15,45,"Mixen, kloppen, kneden, taarten, gebak en koekjes; niks is te gek voor deze keukenmachine. Stroop je mouwen op en bak er op los. Met een beetje hulp van de keukenmixer wordt iedere thuisbakker een heuse patissier. Hadden we al verteld dat de keukenmachine prachtig staat in elke keuken? Bied nu mee!",https://www.vakantieveilingen.be/veilingen/producten/koken-en-tafelen/keukenmachine-berlinger-haus/38385?l=78718034&p=167543
Prullenbak met sensor (58 L),Huishouden,19,35,Je afvalbak is een broedplaats voor bacteriën. Wel zo fijn als je 'm dan zonder aan te raken kunt openen. Met de bewegingssensor gaat de deksel automatisch en handsfree omhoog. Lekker hygiënisch dus én handig als je je handen vol hebt. Bied nu mee en win de prullenbak vandaag nog met korting.,https://www.vakantieveilingen.be/veilingen/producten/huishouden/prullenbak-met-sensor-58-l-zilver-zwart/45062
Koffiezetapparaat van Berlinger Haus (Black Rose),Koken en tafelen,7,8,"Plaats het filter, schep de koffie er in en zet deze schoonheid aan het werk. Dit elegante koffiezetapparaat kan 1,5 liter koffie in 1 keer zetten en houdt het vervolgens warm, zodat koffieliefhebbers de hele middag vooruit kunnen. Bied mee en win deze praktische keukenhulp.",https://www.vakantieveilingen.be/veilingen/producten/koken-en-tafelen/koffiezetapparaat-berlinger-haus/48858
Airfryer met ovenfunctie (12 L),Koken en tafelen,10,21,"Heb jij graag je koksmuts op? Mooi, want dan valt deze airfyer met ovenfunctie goed in de smaak. Het compacte model van German Line heeft 9 handige programma's die je gebruikt voor het bakken van een kippetje, patat of lekkere cake. Jammie... Win 'm nu met het hoogste bod!",https://www.vakantieveilingen.be/veilingen/producten/koken-en-tafelen/airfryer-german-line-ovenfunctie/42265
Herenhorloge van Alpha Sierra (Challenger SBY01),Horloges,7,28,Een nieuw horloge is altijd een goed idee. En al helemaal als het zo'n stoer exemplaar is als deze van Alpha Sierra. Dankzij de subtiele kleuren kun je 'm dragen naar kantoor maar ook zeker tijdens een etentje met vrienden. Bonus: er zit een stopwatch op. Bied mee en win de klok nu met korting.,https://www.vakantieveilingen.be/veilingen/producten/horloges/herenhorloge-alpha-sierra-challenger-sby01/42715
